name;provider;release_date;genres;price;platform;size;is_plus_exclusive
FINAL FANTASY® XIII-2;Square Enix LTD;;Juegos de rol;19,99 €;PS3;"
                13.87 GB
              ";
FINAL FANTASY® X/X-2 HD Remaster;Square Enix LTD;;Juegos de rol;24,99 €;PS3;"
                22.89 GB
              ";
Final Fight: Double Impact;CE EUROPE LIMITED;;Arcade;9,99 €;PS3;;
First-person Bundle;GRIP DIGITAL S.R.O.;;Shooter;9,99 €;PS3, PS4;"
                5.58 GB
              ";
FIST OF THE NORTH STAR: KEN'S RAGE 2;Koei Tecmo Europe Ltd;;Lucha;49,99 €;PS3;"
                9.09 GB
              ";
Flashback™;UBISOFT ENTERTAINMENT SA;;;9,99 €;PS3;"
                1.98 GB
              ";
Flight Control HD;FIREMINT PTY LTD;;Estrategia;4,99 €;PS3;;
Flock!;CE EUROPE LIMITED;;Estrategia;14,99 €;PS3;;
Foosball 2012;GRIP DIGITAL S.R.O.;"











                  61 Calificaciones
                
";Deportes;4,99 €;PS3;;
Foosball 2012 PlayStation®3 + PlayStation®Vita;GRIP DIGITAL S.R.O.;;Deportes;5,99 €;PS3, PS Vita;;
Forest Legends: The Call of Love;ALAWAR ENTERTAINMENT INC;;;14,99 €;PS3;"
                2.19 GB
              ";
FRET NICE™;Koei Tecmo Europe Ltd;;Acción;;PS3;;
FRET NICE™;Koei Tecmo Europe Ltd;;Acción;12,99 €;PS3;;
Frogger: Hyper Arcade Edition;Konami;;Arcade;9,99 €;PS3;;
Frogger Returns;Konami;;Arcade;4,99 €;PS3;;
Frozen Synapse Prime Soundtrack;Double Eleven Limited;;Estrategia;6,99 €;PS3;;
FUEL OVERDOSE;I-FRIQIYA FZ-LLC;;Carreras;11,99 €;PS3;;
Funky Lab Rat;HYDRAVISION ENTERTAINMENT SA;;Puzzle;6,99 €;PS3;;
Fuse;EA Swiss Sarl;;Acción;14,99 €;PS3;"
                4.86 GB
              ";
GALAGA LEGIONS™ DX;BANDAI NAMCO ENTERTAINMENT EUROPE;;Shooter;9,99 €;PS3;;
Game of Thrones;FOCUS HOME INTERACTIVE;;Juegos de rol;14,99 €;PS3;"
                3.6 GB
              ";
Game of Thrones - Season Pass;Telltale Games;"











                  545 Calificaciones
                
";Aventura;24,99 €;PS3;;
Geometry Wars™ 3: Dimensions Evolved;Activision Blizzard Int'l BV;;Shooter;14,99 €;PS3;;
Geon;Square Enix LTD;;;7,99 €;PS3;;
Germinator;CREAT STUDIO INC;;Arcade;6,99 €;PS3;;
Germinator Bundle;CREAT STUDIO INC;;Aventura;8,99 €;PS3, PS Vita;;
Get Up And Dance;OG International;;Grupo;9,99 €;PS3;"
                14.27 GB
              ";
GG Bundle 2015;GRIP DIGITAL S.R.O.;;Agilidad mental;14,99 €;PS3;"
                1.55 GB
              ";
Ghostbusters: Sanctum of Slime;ATARI EUROPE S.A.S.U.;;Aventura;8,99 €;PS3;;
Giana Sisters: Twisted Dreams;"
Paquete
Lanzado 18 Dic 2013












                  180 Calificaciones
                

";;Puzzle;14,99 €;PS3;"
                1.65 GB
              ";
Goat Simulator;Double Eleven Limited;;Simulador;8,99 €;PS3;;
God Mode™;ATLUS USA;;Shooter;7,49 €;PS3;"
                1 GB
              ";
God of War: Ascension™;Sony Interactive Entertainment Europe;;Aventura;14,99 €;PS3;"
                34.81 GB
              ";
God of War®: Chains of Olympus;Sony Interactive Entertainment Europe;;Aventura;14,99 €;PS3;"
                7.4 GB
              ";
God of War® Collection;Sony Interactive Entertainment Europe;;Aventura;19,99 €;PS3;"
                21.38 GB
              ";
God of War® Collection Volume II;Sony Interactive Entertainment Europe;;Aventura;19,99 €;PS3;"
                16.55 GB
              ";
God of War®: Ghost of Sparta;Sony Interactive Entertainment Europe;;Aventura;14,99 €;PS3;"
                9.16 GB
              ";
God of War® HD;Sony Interactive Entertainment Europe;;Aventura;14,99 €;PS3;"
                9.1 GB
              ";
God of War® II HD;Sony Interactive Entertainment Europe;;Aventura;14,99 €;PS3;"
                8.97 GB
              ";
Gold Edition de Call of Duty®: Advanced Warfare;Activision Blizzard Int'l BV;;Acción;49,99 €;PS3;"
                14.98 GB
              ";
Gold Edition de Call of Duty®: Black Ops™;Activision Blizzard Int'l BV;;Shooter;29,99 €;PS3;"
                19.44 GB
              ";
Gold Edition de Call of Duty: Black Ops II;Activision Blizzard Int'l BV;;Shooter;49,99 €;PS3;"
                14.63 GB
              ";
Golden Axe;SEGA EUROPE LTD;;Acción;4,49 €;PS3;;
Goosebumps: The Game;"
Juego PSN
Lanzado 14 Oct 2015












                  17 Calificaciones
                

";;Horror;2,99 €;PS3;;
Go! Sudoku™ Todos niveles;Sony Interactive Entertainment Europe;;;;PS3;;
Grand Theft Auto IV;Rockstar;;Shooter;0,25 €;PS3;"
                10.27 GB
              ";
Grand Theft Auto: San Andreas;Rockstar Games;;Aventura;14,99 €;PS3;"
                2.07 GB
              ";
Grand Theft Auto V;Rockstar Games;;Aventura;39,99 €;PS3;"
                17.2 GB
              ";
Gravity Crash™;Sony Interactive Entertainment Europe;;Shooter;3,99 €;PS3;;
Gravity Crash™ Unlock Key;Sony Interactive Entertainment Europe;;;7,99 €;PS3;;
Grease;505 GAMES S.R.L.;;Grupo;9,99 €;PS3;"
                2.31 GB
              ";
Greed Corp;W!GAMES B.V.;;Estrategia;9,99 €;PS3;;
Greg Hastings Paintball 2;MAJESCO EUROPE LTD;;;9,99 €;PS3;;
GRID 2;CODEMASTERS SOFTWARE COMP;;Carreras;7,99 €;PS3;"
                5.96 GB
              ";
GRID 2 Reloaded;CODEMASTERS SOFTWARE COMP;;Carreras;19,99 €;PS3;"
                6.53 GB
              ";
GRID Autosport;CODEMASTERS SOFTWARE COMP;;Carreras;6,19 €;PS3;"
                7.65 GB
              ";
Grip Games Anthology;GRIP DIGITAL S.R.O.;;Deportes;19,99 €;PS3, PS Vita;;
GTA Episodes from Liberty City;Rockstar;;Carreras;;PS3;"
                7.81 GB
              ";
GTA IV: The Complete Edition;Rockstar;;Carreras;34,99 €;PS3;"
                14.27 GB
              ";
Guacamelee!;DRINKBOX STUDIOS INC.;;Aventura;12,99 €;PS3, PS Vita;;
Guacamelee! Banda sonora oficial;DRINKBOX STUDIOS INC.;;Aventura;6,49 €;PS3;;
Guacamelee! Pack Fantástico;DRINKBOX STUDIOS INC.;;Aventura;17,99 €;PS3;"
                1.03 GB
              ";
GUILTY GEAR Xrd -REVELATOR-;PQube Ltd;;Arcade;19,99 €;PS3;"
                5.73 GB
              ";
Guilty Gear Xrd -Sign-;Sony Interactive Entertainment Europe;;Lucha;29,99 €;PS3;"
                4.13 GB
              ";
GUNSTAR HEROES;SEGA EUROPE LTD;;Acción;4,49 €;PS3;;
Hakuoki: Stories of the Shinsengumi;Aksys Games Localization Inc.;;Aventura;17,99 €;PS3;"
                7.96 GB
              ";
Hamsterball;TIKGAMES;;Carreras;9,99 €;PS3;;
Handball 17;BIGBEN INTERACTIVE SA;;Deportes;39,99 €;PS3;"
                1.94 GB
              ";
HARD CORPS: UPRISING;Konami;;Shooter;12,99 €;PS3;"
                1.32 GB
              ";
Hatsune Miku: Project DIVA F;SEGA EUROPE LTD;;MUSIC/RHYTHM;44,99 €;PS3;"
                5.65 GB
              ";
Hatsune Miku:Project DIVA F 2nd;SEGA EUROPE LTD;;MUSIC/RHYTHM;49,99 €;PS3;"
                4.77 GB
              ";
Heavy Fire: Shattered Spear;Mastiff;;Shooter;6,99 €;PS3;"
                1.4 GB
              ";
High Velocity Bowling™ Complete;Sony Interactive Entertainment Europe;;Grupo;9,99 €;PS3;"
                1.36 GB
              ";
HISTORY® Legends of War;Slitherine;;Estrategia;19,99 €;PS3;"
                4.85 GB
              ";
Hitman 2: Silent Assassin HD;Square Enix LTD;;;9,99 €;PS3;"
                1.42 GB
              ";
Hitman: Absolution Digital Edition;Square Enix LTD;;Aventura;12,99 €;PS3;"
                16.97 GB
              ";
Hitman: Absolution Special Edition;Square Enix LTD;;Aventura;19,99 €;PS3;"
                23.92 GB
              ";
Hitman: Blood Money HD;Square Enix LTD;;Español;9,99 €;PS3;"
                4.99 GB
              ";
Hitman Contracts HD;Square Enix LTD;;;8,99 €;PS3;"
                3.48 GB
              ";
Hitman Trilogy HD;Square Enix LTD;;Español;14,99 €;PS3;"
                9.89 GB
              ";
Hohokum™;Sony Interactive Entertainment Europe;;;;PS3;;
Homefront;THQ (UK) LTD;"











                  189 Calificaciones
                
";Acción;9,99 €;PS3;;
HORA DE AVENTURAS: EL SECRETO DEL REINO SIN NOMBRE;Little Orbit LLC;;Aventura;9,99 €;PS3;;
Hora de Aventuras: Finn y Jake, investigadores;Little Orbit LLC;;;9,99 €;PS3;"
                1.21 GB
              ";
House of the Dead 4;SEGA EUROPE LTD;;;Gratis;PS3;"
                3.97 GB
              ";Plus exclusive
How to Survive: actualización de juego completo;505 GAMES S.R.L.;;;14,99 €;PS3;"
                2.29 GB
              ";
Hunter's Trophy 2 - America;BIGBEN INTERACTIVE SA;;;9,99 €;PS3;"
                1.59 GB
              ";
Hunter's Trophy 2 - Australia;BIGBEN INTERACTIVE SA;;;9,99 €;PS3;"
                1.59 GB
              ";
Hydrophobia Prophecy;Cherry Pop Games Limited;;Acción;2,49 €;PS3;"
                1.77 GB
              ";
Hyperdimension Neptunia Mk2;NIS America;;Juegos de rol;19,99 €;PS3;"
                3.46 GB
              ";
ibb & obb;"
Juego PSN
Lanzado 14 Ago 2013












                  127 Calificaciones
                

";;;9,99 €;PS3;"
                1 GB
              ";
ICO™ Classics HD;Sony Interactive Entertainment Europe;;Acción;14,99 €;PS3;"
                1.69 GB
              ";
ICO™ & Shadow of the Colossus™ Classics HD;Sony Interactive Entertainment Europe;;Aventura;19,99 €;PS3;"
                7.7 GB
              ";
IHF Handball Challenge 14;BIGBEN INTERACTIVE SA;;Deportes;12,99 €;PS3;"
                1.31 GB
              ";
Indie Hits Bundle;GRIP DIGITAL S.R.O.;;Deportes;3,99 €;PS3;;
inFAMOUS™;Sony Interactive Entertainment Europe;;Shooter;;PS3;"
                6.89 GB
              ";
inFAMOUS™ 2;Sony Interactive Entertainment Europe;;Aventura;19,99 €;PS3;"
                14.04 GB
              ";
inFamous con un 50% de descuento;Sony Interactive Entertainment Europe;;Shooter;6,99 €;PS3;"
                6.89 GB
              ";
inFAMOUS™: Festival of Blood – Juego completo;Sony Interactive Entertainment Europe;;;4,99 €;PS3;"
                3.66 GB
              ";
inFAMOUS™: Festival of Blood – Juego completo;Sony Interactive Entertainment Europe;;Aventura;9,99 €;PS3;"
                3.67 GB
              ";
Inferno Pool;Cherry Pop Games Limited;;Deportes;2,99 €;PS3;;
Injustice: Gods Among Us;WARNER BROS. INTERACTIVE;;Lucha;8,99 €;PS3;"
                8.81 GB
              ";
Injustice: Gods Among Us Ultimate Edition;WARNER BROS. INTERACTIVE;;Acción;9,99 €;PS3;"
                10.07 GB
              ";
International Snooker;BIG HEAD GAMES LIMITED;;Deportes;2,49 €;PS3;"
                1.02 GB
              ";
INVERSION™;BANDAI NAMCO ENTERTAINMENT EUROPE;;;;PS3;;
Invizimals™: El Reino Escondido;Sony Interactive Entertainment Europe;;;19,99 €;PS3;"
                6.53 GB
              ";
Ion Assault HD;BITCOMPOSER GAMES GMBH;;;9,99 €;PS3;;
Jak 3™;Sony Interactive Entertainment Europe;;Aventura;9,99 €;PS3;"
                3 GB
              ";
Jak and Daxter: El legado de los Precursores™;Sony Interactive Entertainment Europe;;Aventura;9,99 €;PS3;;
Jak II™: El renegado;Sony Interactive Entertainment Europe;;Acción;9,99 €;PS3;"
                3.35 GB
              ";
Jeremy McGrath’s Offroad;REVERB COMMUNICATIONS INC;;Carreras;10,99 €;PS3;"
                1.17 GB
              ";
Jet Car Stunts;GRIP DIGITAL S.R.O.;;Carreras;6,99 €;PS3, PS Vita;;
Jetpack Joyride Deluxe;"
Juego PSN
Lanzado 3 Dic 2014












                  574 Calificaciones
                

";;Arcade;1,99 €;PS3;;
Jet Set Radio;SEGA EUROPE LTD;;;Gratis;PS3;"
                1.08 GB
              ";Plus exclusive
John Daly's ProStroke Golf;OG International;;;19,99 €;PS3;"
                2.16 GB
              ";
Judge Dee - The City God Case;BIGBEN INTERACTIVE SA;;Puzzle;7,99 €;PS3;;
Juego completo Hamilton's Great Adventure;FATSHARK AB;;Aventura;2,49 €;PS3;;
JUJU;"
Juego PSN
Lanzado 10 Dic 2014












                  64 Calificaciones
                

";;Acción;15,99 €;PS3;"
                2.35 GB
              ";
Jurassic Park: The Game;Telltale Games;;Aventura;12,99 €;PS3;"
                2.19 GB
              ";
Just Cause 2;Square Enix LTD;"











                  5983 Calificaciones
                
";Español;12,99 €;PS3;"
                7.31 GB
              ";
Just Cause 2 Ultimate Edition;Square Enix LTD;;Aventura;14,99 €;PS3;"
                7.33 GB
              ";
JUST DANCE® 2014;UBISOFT ENTERTAINMENT SA;;Casual;19,99 €;PS3;"
                7.13 GB
              ";
JUST DANCE® 2015;UBISOFT ENTERTAINMENT SA;;Grupo;29,99 €;PS3;"
                7.53 GB
              ";
Just Dance 2016;UBISOFT ENTERTAINMENT SA;;MUSIC/RHYTHM;29,99 €;PS3;"
                11.24 GB
              ";
Just Dance 2017;UBISOFT ENTERTAINMENT SA;;MUSIC/RHYTHM;39,99 €;PS3;"
                10.88 GB
              ";
Just Dance 2018®;UBISOFT ENTERTAINMENT SA;;MUSIC/RHYTHM;39,99 €;PS3;"
                11.88 GB
              ";
Just Dance 3;UBISOFT ENTERTAINMENT SA;;;19,99 €;PS3;"
                10.29 GB
              ";
Just Dance®4;UBISOFT ENTERTAINMENT SA;;MUSIC/RHYTHM;19,99 €;PS3;"
                17.58 GB
              ";
Kane & Lynch 2: Dog Days;Square Enix LTD;;Shooter;9,99 €;PS3;"
                8.2 GB
              ";
Kane & Lynch: Dead Men;Square Enix LTD;;Shooter;9,99 €;PS3;"
                9.96 GB
              ";
Karateka;"
Juego PSN
Lanzado 13 Feb 2013












                  41 Calificaciones
                

";;Lucha;9,99 €;PS3;;
Kick-Ass;WHA;;Acción;9,99 €;PS3;"
                1.3 GB
              ";
KICK-ASS 2;FREEDOM FACTORY STUDIOS;;Acción;12,99 €;PS3;;
KILLALLZOMBIES;"
Juego PSN
Lanzado 17 Mar 2017












                  3 Calificaciones
                

";;Shooter;9,99 €;PS3;;
KILLER IS DEAD;Deep Silver;;Acción;19,99 €;PS3;"
                5.23 GB
              ";
Killzone®;Sony Interactive Entertainment Europe;;Shooter;12,99 €;PS3;"
                3.22 GB
              ";
Killzone®3 Multiplayer – Unlock Key;Sony Interactive Entertainment Europe;;;14,99 €;PS3;"
                3.97 GB
              ";
Kingdoms of Amalur: Reckoning;EA Swiss Sarl;;Juegos de rol;29,99 €;PS3;"
                13.42 GB
              ";
King Oddball;10Tons Ltd.;;;4,99 €;PS3;;
King's Quest: The Complete Collection;Activision Blizzard Int'l BV;;Aventura;29,99 €;PS3;"
                2.93 GB
              ";
Kite Fight™;Sony Interactive Entertainment Europe;;Casual;4,99 €;PS3;;
Knytt Underground™;RIPSTONE LTD;;Aventura;5,99 €;PS3;"
                1.46 GB
              ";
Krinkle Krusher;FUNBOX MEDIA LIMITED;;Estrategia;3,99 €;PS3;;
Kung-Fu LIVE;Virtual Air Guitar Company LTD;;Lucha;9,99 €;PS3;;
Kung Fu Rabbit;Neko Entertainment SARL;;Arcade;4,99 €;PS3;;
Labyrinth Legends;CREAT STUDIO INC;;Aventura;9,99 €;PS3;;
La Colección de juegos para fiestas Jackbox;"
Paquete
Lanzado 24 Dic 2015












                  3 Calificaciones
                

";;Familia;29,99 €;PS3;"
                1.9 GB
              ";
La LEGO® Película: El Videojuego;WARNER BROS. INTERACTIVE;;Aventura;19,99 €;PS3;"
                5.87 GB
              ";
Landit Bandit;AYEWARE AB;;Simulador;8,99 €;PS3;;
L.A. Noire;Rockstar Games;;Aventura;29,99 €;PS3;"
                12.02 GB
              ";
L.A. Noire Complete Edition;Rockstar Games;;Aventura;39,99 €;PS3;"
                12.67 GB
              ";
Lara Croft and the Guardian of Light (JUEGO COMPLETO);Square Enix LTD;;;9,99 €;PS3;"
                2.29 GB
              ";
La Voz Vol. 3;"
Juego completo
Lanzado 13 Nov 2015
 ";;MUSIC/RHYTHM;39,99 €;PS3;"
                5.12 GB
              ";
Legend of Kay Anniversary;THQ NORDIC GMBH;;Aventura;24,99 €;PS3;"
                2.35 GB
              ";
LEGO® Batman™ 2: DC Super Heroes;WARNER BROS. INTERACTIVE;;Familia;14,99 €;PS3;"
                4.98 GB
              ";
LEGO® Batman™ 3: MÁS ALLÁ DE GOTHAM;WARNER BROS. INTERACTIVE;;Aventura;19,99 €;PS3;"
                7.3 GB
              ";
LEGO® Batman™ 3: Más Allá de Gotham, EDICIÓN PREMIUM;WARNER BROS. INTERACTIVE;;Familia;34,99 €;PS3;"
                7.65 GB
              ";
LEGO® El Hobbit;WARNER BROS. INTERACTIVE;;Aventura;19,99 €;PS3;"
                8.05 GB
              ";
LEGO® El Señor de los Anillos™;WARNER BROS. INTERACTIVE;;Familia;19,99 €;PS3;"
                7.77 GB
              ";
LEGO® El Señor de los Anillos™;WARNER BROS. INTERACTIVE;;Aventura;19,99 €;PS3;"
                7.76 GB
              ";
LEGO® Harry Potter™: Años 5-7;WARNER BROS. INTERACTIVE;;Familia;14,99 €;PS3;"
                9.15 GB
              ";
LEGO© Jurassic World™;WARNER BROS. INTERACTIVE;;Aventura;29,99 €;PS3;"
                5.78 GB
              ";
LEGO® Marvel's Avengers;WARNER BROS. INTERACTIVE;;Familia;34,99 €;PS3;"
                7.71 GB
              ";
LEGO® Marvel Super Heroes;WARNER BROS. INTERACTIVE;;Aventura;19,99 €;PS3;"
                7.55 GB
              ";
LEGO® Piratas del Caribe PS3;Disney Interactive;;Familia;9,99 €;PS3;"
                7.27 GB
              ";
LEGO® Star Wars™: The Force Awakens;WARNER BROS. INTERACTIVE;;Acción;49,99 €;PS3;"
                5.32 GB
              ";
LEGO® Star Wars™: The Force Awakens Edición Deluxe;WARNER BROS. INTERACTIVE;;Acción;59,99 €;PS3;"
                5.32 GB
              ";
Lemmings™;Sony Interactive Entertainment Europe;;Puzzle;4,99 €;PS3;;
Level 22;MOVING PLAYER SAS;;Aventura;7,99 €;PS3;;
Life is Strange Season Pass;Square Enix LTD;;Aventura;16,99 €;PS3;;
LIGHTNING RETURNS™: FINAL FANTASY® XIII;Square Enix LTD;;;24,99 €;PS3;"
                9.6 GB
              ";
Lights, Camera, Party!;FRIMA STUDIO;;;12,99 €;PS3;;
LIMBO;Playdead ApS;;Único;8,99 €;PS3;;
LittleBigPlanet™;Sony Interactive Entertainment Europe;;Puzzle;12,99 €;PS3;"
                1.99 GB
              ";
LittleBigPlanet™ 2;Sony Interactive Entertainment Europe;;Familia;14,99 €;PS3;"
                5.73 GB
              ";
LittleBigPlanet™ 2: Edición Extras;Sony Interactive Entertainment Europe;;;24,99 €;PS3;"
                7.05 GB
              ";
LittleBigPlanet™ 3;Sony Interactive Entertainment Europe;;Puzzle;19,99 €;PS3;"
                9.95 GB
              ";
LittleBigPlanet™ Karting;Sony Interactive Entertainment Europe;;Familia;14,99 €;PS3;"
                13.11 GB
              ";
LocoRoco Cocoreccho!™;Sony Interactive Entertainment Europe;;Acción;2,99 €;PS3;;
Lone Survivor: The Director's Cut;Curve Digital;;Horror;9,99 €;PS3;;
LOOT™ Strategy-Packed Bundle;LOOT Interactive;;Estrategia;23,99 €;PS3, PS4, PS Vita;"
                3.55 GB
              ";
Los 40 Principales: Karaoke Party;BANDAI NAMCO ENTERTAINMENT EUROPE;;MUSIC/RHYTHM;39,99 €;PS3;"
                6.84 GB
              ";
Los 40 Principales Karaoke Party Vol. 2;WIRED PRODUCTIONS LIMITED;;MUSIC/RHYTHM;39,99 €;PS3;"
                6.39 GB
              ";
Lost Dimension;NIS America;;Juegos de rol;39,99 €;PS3;;
Lote Call of Duty®: Modern Warfare®;Activision Blizzard Int'l BV;;Shooter;12,99 €;PS3;"
                21.1 GB
              ";
Lote Grand Theft Auto V y tarjeta Gran tiburón blanco;Rockstar Games;;Aventura;46,99 €;PS3;"
                17.2 GB
              ";
Lote Grand Theft Auto V y tarjeta Tiburón ballena;Rockstar Games;;Aventura;62,49 €;PS3;"
                17.2 GB
              ";
Lote Grand Theft Auto V y tarjeta Tiburón megalodón;Rockstar Games;;Aventura;80,49 €;PS3;"
                17.2 GB
              ";
Lote RDR y Colección Pesadilla;Rockstar Games;;Shooter;39,99 €;PS3;"
                10.03 GB
              ";
Machinarium;AMANITA DESIGN S.R.O.;;Puzzle;7,99 €;PS3;;
Madden NFL 16;EA Swiss Sarl;;Deportes;19,99 €;PS3;"
                7.68 GB
              ";
Madden NFL 17;EA Swiss Sarl;;Deportes;19,99 €;PS3;"
                6.74 GB
              ";
Madden NFL Arcade;EA Swiss Sarl;;Deportes;7,99 €;PS3;;
Mad Dog McCree™;Digital Leisure Inc.;;Shooter;7,99 €;PS3;;
Mafia II;2K;;Shooter;29,99 €;PS3;"
                7.16 GB
              ";
Magic 2014 — Duels of the Planeswalkers Completo;Wizards of the Coast LLC;;Estrategia;7,99 €;PS3;;
Magrunner: Dark Pulse;FOCUS HOME INTERACTIVE;;;2,99 €;PS3;"
                1.34 GB
              ";
Magus;Aksys Games Localization Inc.;;;8,99 €;PS3;;
MALICIOUS™;Sony Interactive Entertainment Europe;;;7,99 €;PS3;;
Mars: War Logs;FOCUS HOME INTERACTIVE;;;2,99 €;PS3;"
                1.55 GB
              ";
MARVEL Pinball;ZEN STUDIOS LTD;;Arcade;7,99 €;PS3;;
Masquerade: The Baubles Of Doom;"
Juego PSN
Lanzado 20 Abr 2016












                  2 Calificaciones
                

";;Aventura;9,99 €;PS3;"
                3.12 GB
              ";
Mass Effect™;EA Swiss Sarl;;Shooter;14,99 €;PS3;"
                10.46 GB
              ";
Mass Effect™ 2;EA Swiss Sarl;;Juegos de rol;14,99 €;PS3;"
                12.56 GB
              ";
Mass Effect 3;EA Swiss Sarl;;Juegos de rol;3,99 €;PS3;"
                13.82 GB
              ";
Mass Effect™ Trilogy;EA Swiss Sarl;;Francés;34,99 €;PS3;"
                36.84 GB
              ";
Master Reboot;Wales Interactive Limited;;Horror;6,99 €;PS3;;
Max Payne 3;Rockstar Games;;Shooter;19,99 €;PS3;"
                13.58 GB
              ";
Max Payne 3 Complete;Rockstar Games;;Acción;34,99 €;PS3;"
                15.1 GB
              ";
Medal of Honor Frontline;EA Swiss Sarl;;Shooter;9,99 €;PS3;"
                5.96 GB
              ";
MEDAL OF HONOR™ WARFIGHTER;EA Swiss Sarl;;Shooter;19,99 €;PS3;"
                12.46 GB
              ";
MEGA MAN 10;CE EUROPE LIMITED;;Puzzle;9,99 €;PS3;;
Mega Man 10 Complete;CE EUROPE LIMITED;;Acción;9,99 €;PS3;;
MEGA MAN 9;CE EUROPE LIMITED;;Puzzle;9,99 €;PS3;;
Megapack de STAR WARS™ para PS3®;LUCASARTS;;Aventura;34,99 €;PS3;"
                23.62 GB
              ";
Mejora de lujo de Dragon Age™: Inquisition;EA Swiss Sarl;;Juegos de rol;9,99 €;PS3;;
Mesmerize™(Distort);Sony Interactive Entertainment Europe;;Único;1,99 €;PS3;;
Mesmerize™: Trazar;Sony Interactive Entertainment Europe;;Único;1,99 €;PS3;;
Metal Gear Rising: Revengeance;Konami;;Acción;14,99 €;PS3;"
                18.49 GB
              ";
Metal Gear Solid 2: Sons of Liberty - HD Edition;Konami;;Shooter;12,99 €;PS3;"
                8.4 GB
              ";
Metal Gear Solid 3: Snake Eater - HD Edition;Konami;;Shooter;12,99 €;PS3;"
                9.43 GB
              ";
Metal Gear Solid 4: Guns of the Patriots;Konami;;Acción;14,99 €;PS3;"
                26.63 GB
              ";
Metal Gear Solid HD Collection;Konami;;Shooter;24,99 €;PS3;"
                21.54 GB
              ";
Metal Gear Solid: Peace Walker - HD Edition;Konami;;Shooter;12,99 €;PS3;"
                3.71 GB
              ";
Metal Gear Solid V: Ground Zeroes;Konami;;Acción;12,99 €;PS3;"
                1.82 GB
              ";
Metal Gear Solid V: The Phantom Pain;Konami;;Acción;19,99 €;PS3;"
                11.76 GB
              ";
Metro: Last Light;Deep Silver;;Aventura;4,99 €;PS3;"
                4.86 GB
              ";
Metro: Last Light Complete Edition;Deep Silver;;Aventura;4,99 €;PS3;"
                5.26 GB
              ";
MicroBot;EA Swiss Sarl;;;7,99 €;PS3;;
Midnight Club Los Angeles Complete Edition;Rockstar Games;;Carreras;24,99 €;PS3;"
                5.03 GB
              ";
MIGHT & MAGIC CLASH OF HEROES™;UBISOFT ENTERTAINMENT SA;;Juegos de rol;14,99 €;PS3;"
                1.57 GB
              ";
MINDJACK™;Square Enix LTD;;;;PS3;;
Minecraft: PlayStation®3 Edition;Mojang AB;;;18,99 €;PS3;;
Mini Ninjas;Square Enix LTD;;Acción;9,99 €;PS3;"
                6.26 GB
              ";
Mirror's Edge;EA Swiss Sarl;;Puzzle;3,99 €;PS3;"
                4.94 GB
              ";
Mix Superstar;Digital Leisure Inc.;;MUSIC/RHYTHM;;PS3;;
MLB® The Show™ 16;Sony Interactive Entertainment;;;19,99 €;PS3;"
                21.4 GB
              ";
Modern Combat: Domination;Gameloft SA;;Shooter;7,99 €;PS3;;
ModNation™ Racers;Sony Interactive Entertainment Europe;"











                  1441 Calificaciones
                
";Carreras;1,75 €;PS3;"
                18.11 GB
              ";
Monkey Island™ 2 Edición Especial: LeChuck's Revenge™;LUCASARTS;;Aventura;4,99 €;PS3;;
Monopoly Deal;UBISOFT ENTERTAINMENT SA;;Grupo;4,99 €;PS3;;
MONOPOLY PLUS;UBISOFT ENTERTAINMENT SA;;Familia;9,99 €;PS3;;
Monster Jam Battlegrounds;"
Juego PSN
Lanzado 24 Mayo 2016












                  898 Calificaciones
                

";;Deportes;2,99 €;PS3;;
MOON DIVER;Square Enix LTD;;Acción;9,99 €;PS3;;
Mortal Kombat;WARNER BROS. INTERACTIVE;;Lucha;14,99 €;PS3;"
                8.97 GB
              ";
Mortal Kombat Arcade Kollection;WARNER BROS. INTERACTIVE;;Lucha;4,99 €;PS3;;
MotoGP™13;MILESTONE SRL;;Carreras;9,99 €;PS3;"
                11.43 GB
              ";
MotoGP™13 Compact;MILESTONE SRL;;Carreras;4,99 €;PS3;"
                4.07 GB
              ";
MotoGP™14;MILESTONE SRL;;Carreras;14,99 €;PS3;"
                9.83 GB
              ";
MotoGP™14 Compact;MILESTONE SRL;;Carreras;4,99 €;PS3;"
                2.8 GB
              ";
MotoGP™15;MILESTONE SRL;;Carreras;29,99 €;PS3;"
                10.05 GB
              ";
MotoGP™15 Compact;MILESTONE SRL;;Carreras;14,99 €;PS3;"
                3.93 GB
              ";
Motorbike;BaKno LLC;;Deportes;12,49 €;PS3;;
Motorcycle Club;BIGBEN INTERACTIVE SA;;Carreras;12,99 €;PS3;"
                1.2 GB
              ";
MotorStorm® 3D Rift;Sony Interactive Entertainment Europe;;Carreras;9,99 €;PS3;"
                1.37 GB
              ";
MotorStorm® Apocalypse;Sony Interactive Entertainment Europe;;Carreras;14,99 €;PS3;"
                6.63 GB
              ";
MotorStorm® RC;Sony Interactive Entertainment Europe;;Carreras;5,99 €;PS3, PS Vita;"
                1.25 GB
              ";
MotorStorm® RC Complete Edition;Sony Interactive Entertainment Europe;;Carreras;Gratis;PS3;"
                1.26 GB
              ";Plus exclusive
Mountain Crime: Requital;ALAWAR ENTERTAINMENT INC;"











                  2 Calificaciones
                
";Aventura;14,99 €;PS3;;
Move Fitness™;Sony Interactive Entertainment Europe;;Fitness;9,99 €;PS3;"
                3.39 GB
              ";
