name;provider;release_date;genres;price;platform;size;is_plus_exclusive
LEGO® Jurassic World™;WARNER BROS. INTERACTIVE;;Aventura;39,99 €;PS4;"
                12.95 GB
              ";
PAYDAY 2: CRIMEWAVE EDITION.;505 GAMES S.R.L.;;Shooter;19,99 €;PS4;"
                10.56 GB
              ";
RESOGUN™ Banda sonora original;Sony Interactive Entertainment Europe;;MUSIC/RHYTHM;4,99 €;PS4;;
Guilty Gear Xrd -Sign-;Sony Interactive Entertainment Europe;;Lucha;19,99 €;PS4;"
                6.72 GB
              ";
Skulls of the Shogun;"
Juego PSN
Lanzado 3 Jun 2015












                  7259 Calificaciones
                

";;Estrategia;9,99 €;PS4;;
Sparkle Unleashed;10Tons Ltd.;;Acción;7,99 €;PS4;;
Super Exploding Zoo!;HONEYSLUG LIMITED;;Puzzle;9,99 €;PS4, PS Vita;"
                1.22 GB
              ";
Beach Buggy Racing;"
Juego PSN
Lanzado 2 Jun 2015












                  2717 Calificaciones
                

";;Carreras;9,99 €;PS4;;
El paquete de juego para fiestas Jackbox;"
Juego PSN
Lanzado 2 Jun 2015












                  307 Calificaciones
                

";;Grupo;24,99 €;PS4;"
                1.96 GB
              ";
Metro 2033 Redux;Deep Silver;;Shooter;19,99 €;PS4;"
                8.26 GB
              ";
Metro: Last Light Redux;Deep Silver;;Shooter;19,99 €;PS4;"
                9.72 GB
              ";
The Escapists;Team 17 Digital LTD;;Estrategia;17,99 €;PS4;;
Octodad: Dadliest Catch;"
Paquete
Lanzado 28 Mayo 2015












                  3269 Calificaciones
                

";;Único;13,99 €;PS4, PS Vita;"
                3.31 GB
              ";
Roundabout;"
Juego PSN
Lanzado 27 Mayo 2015












                  81 Calificaciones
                

";;Carreras;9,99 €;PS4;"
                4.19 GB
              ";
Magicka 2;PARADOX INTERACTIVE AB;;Aventura;14,99 €;PS4;"
                2.24 GB
              ";
Magicka 2: Edición Especial;PARADOX INTERACTIVE AB;;Aventura;19,99 €;PS4;"
                2.24 GB
              ";
Ultra Street Fighter™ IV;Sony Interactive Entertainment Europe;;Lucha;24,99 €;PS4;"
                14.07 GB
              ";
FINAL FANTASY TYPE-0™ HD;Square Enix LTD;;Juegos de rol;19,99 €;PS4;"
                23.47 GB
              ";
Farming Simulator 15;FOCUS HOME INTERACTIVE;;Único;29,99 €;PS4;"
                3.01 GB
              ";
Project Root;REVERB COMMUNICATIONS INC;;Shooter;;PS4, PS Vita;;
The Witcher 3: Wild Hunt;"
Juego completo
Lanzado 19 Mayo 2015












                  28488 Calificaciones
                

";;Juegos de rol;29,99 €;PS4;"
                31.04 GB
              ";
Color Guardians;"
Paquete
Lanzado 15 Mayo 2015












                  2120 Calificaciones
                

";;Acción;6,99 €;PS Vita, PS4;"
                1.41 GB
              ";
FINAL FANTASY® X/X-2 HD Remaster;Square Enix LTD;;Juegos de rol;29,99 €;PS4;"
                32.11 GB
              ";
Toro;"
Juego completo
Lanzado 15 Mayo 2015












                  156 Calificaciones
                

";;Arcade;2,99 €;PS4;;
LOST ORBIT;"
Juego PSN
Lanzado 13 Mayo 2015












                  57 Calificaciones
                

";;Acción;12,99 €;PS4;"
                1.3 GB
              ";
Nom Nom Galaxy;Double Eleven Limited;;Aventura;13,99 €;PS4;;
Schrödinger’s Cat and the Raiders of the Lost Quark;Team 17 Digital LTD;;Arcade;8,99 €;PS4;"
                2.02 GB
              ";
The Last of Us™: Left Behind (Independiente);Sony Interactive Entertainment Europe;;Aventura;9,99 €;PS4;"
                27.57 GB
              ";
Toren;"
Juego PSN
Lanzado 12 Mayo 2015












                  698 Calificaciones
                

";;Aventura;9,99 €;PS4;"
                2.45 GB
              ";
ArcaniA - The Complete Tale;THQ NORDIC GMBH;;Juegos de rol;12,99 €;PS4;"
                5.79 GB
              ";
La Tierra Media:Sombras de Mordor-Edición Juego del Año      ;WARNER BROS. INTERACTIVE;;Aventura;35,99 €;PS4;"
                37.87 GB
              ";
AirMech® Arena;UBISOFT ENTERTAINMENT SA;;Estrategia;Gratis;PS4;;
Project CARS;BANDAI NAMCO ENTERTAINMENT EUROPE;;Carreras;29,99 €;PS4;"
                19.09 GB
              ";
Ether One;"
Juego completo
Lanzado 6 Mayo 2015












                  9250 Calificaciones
                

";;Puzzle;18,99 €;PS4;"
                3.59 GB
              ";
Omega Quintet;Idea Factory International Inc.;;Juegos de rol;29,99 €;PS4;"
                13.52 GB
              ";
Wolfenstein: The Old Blood;Bethesda;;Shooter;19,99 €;PS4;"
                39.19 GB
              ";
METAL SLUG 3;SNK Playmore;;Shooter;11,99 €;PS4;;
Paperbound;"
Juego PSN
Lanzado 29 Abr 2015












                  46 Calificaciones
                

";;Lucha;9,99 €;PS4;;
Rack N Ruin;"
Juego PSN
Lanzado 29 Abr 2015












                  77 Calificaciones
                

";;Arcade;9,99 €;PS4;"
                1.23 GB
              ";
Toukiden: Kiwami;Koei Tecmo Europe Ltd;;Acción;59,99 €;PS4;"
                19.68 GB
              ";
Broken Age;"
Paquete
Lanzado 28 Abr 2015












                  5064 Calificaciones
                

";;Aventura;19,99 €;PS4, PS Vita;"
                3.98 GB
              ";
BRAWL;BLOOBER TEAM S.A.;;Grupo;5,99 €;PS4;"
                5.27 GB
              ";
Tropico 5;"
Juego completo
Lanzado 24 Abr 2015












                  13037 Calificaciones
                

";;Estrategia;19,49 €;PS4;"
                2.62 GB
              ";
Assassin's Creed Chronicles: China;UBISOFT ENTERTAINMENT SA;;Aventura;9,99 €;PS4;"
                3.14 GB
              ";
LA Cops;Team 17 Digital LTD;;Shooter;13,99 €;PS4;;
Ziggurat;"
Juego PSN
Lanzado 22 Abr 2015












                  488 Calificaciones
                

";;Shooter;3,59 €;PS4;"
                1.04 GB
              ";
Infinity Runner;Wales Interactive Limited;;Acción;6,99 €;PS4;"
                2.45 GB
              ";
Jamestown+ Complete;"
Paquete
Lanzado 20 Abr 2015












                  64 Calificaciones
                

";;Shooter;12,99 €;PS4;;
BLADESTORM: Nightmare;Koei Tecmo Europe Ltd;;Acción;59,99 €;PS4;"
                14.9 GB
              ";
Costume Quest 2;MAJESCO EUROPE LTD;;Aventura;14,99 €;PS4;"
                1.07 GB
              ";
Home - A Unique Horror Adventure;"
Juego PSN
Lanzado 15 Abr 2015












                  65 Calificaciones
                

";;Aventura;;PS4;;
Home - A Unique Horror Adventure;"
Paquete
Lanzado 15 Abr 2015












                  996 Calificaciones
                

";;Aventura;4,99 €;PS4, PS Vita;;
Titan Souls;Devolver Digital;;Aventura;14,99 €;PS4, PS Vita;;
Vevo;"
 Lanzado 15 Abr 2015












                  6071 Calificaciones
                

";;Único;Gratis;PS4;;
Mortal Kombat X;WARNER BROS. INTERACTIVE;;Lucha;39,99 €;PS4;"
                33.52 GB
              ";
RIDE;MILESTONE SRL;;Carreras;23,99 €;PS4;"
                18.28 GB
              ";
inFAMOUS Second Son™ + inFAMOUS™ First Light;Sony Interactive Entertainment Europe;;Holandés;49,99 €;PS4;"
                33.84 GB
              ";
Gold Edition de Call of Duty®: Advanced Warfare;Activision Blizzard Int'l BV;;Shooter;69,99 €;PS4;"
                48.79 GB
              ";
DARK SOULS™ II: Scholar of the First Sin;BANDAI NAMCO ENTERTAINMENT EUROPE;;Juegos de rol;19,99 €;PS4;"
                12.98 GB
              ";
Woah Dave!;"
Juego
Lanzado 1 Abr 2015












                  2355 Calificaciones
                

";;Arcade;3,99 €;PS4, PS Vita;;
Borderlands: The Handsome Collection;2K;;Shooter;59,99 €;PS4;"
                28.64 GB
              ";
Bloodborne™;Sony Interactive Entertainment Europe;;Acción;Gratis;PS4;"
                27.19 GB
              ";Plus exclusive
DYNASTY WARRIORS 8 Empires;Koei Tecmo Europe Ltd;;Acción;49,99 €;PS4;"
                19.89 GB
              ";
Slender: The Arrival;"
Juego PSN
Lanzado 25 Mar 2015












                  4972 Calificaciones
                

";;Horror;9,99 €;PS4;"
                1.29 GB
              ";
The Crew;UBISOFT ENTERTAINMENT SA;;Carreras;24,99 €;PS4;"
                14.61 GB
              ";
Yorbie™;"
Juego PSN
Lanzado 25 Mar 2015












                  62 Calificaciones
                

";;Acción;8,99 €;PS4;"
                3.98 GB
              ";
Battlefield™ Hardline Deluxe Edition;EA Swiss Sarl;;Acción;29,99 €;PS4;"
                47.49 GB
              ";
Jamestown+;"
Juego PSN
Lanzado 18 Mar 2015












                  530 Calificaciones
                

";;Shooter;10,99 €;PS4;;
Battlefield™ Hardline Edición Definitiva;EA Swiss Sarl;;Acción;69,99 €;PS4;"
                47.49 GB
              ";
Battlefield™ Hardline edición Estándar;EA Swiss Sarl;;Acción;19,99 €;PS4;"
                47.48 GB
              ";
Sniper Elite 3 ULTIMATE EDITION;505 GAMES S.R.L.;;Shooter;39,99 €;PS4;"
                29.95 GB
              ";
DYNASTY WARRIORS 8 Empires Free Alliances Version;Koei Tecmo Europe Ltd;;Acción;Gratis;PS4;"
                19.47 GB
              ";
Shiftlings;Activision Blizzard Int'l BV;;Puzzle;14,99 €;PS4;"
                2.17 GB
              ";
DmC Devil May Cry: Definitive Edition;CE EUROPE LIMITED;;Acción;39,99 €;PS4;"
                18.23 GB
              ";
Zombie Army Trilogy;"
Juego completo
Lanzado 6 Mar 2015












                  4064 Calificaciones
                

";;Shooter;49,99 €;PS4;"
                9.92 GB
              ";
OlliOlli2: Welcome to Olliwood;Roll7;;Deportes;12,99 €;PS4, PS Vita;;
The Telltale Games Collection;Telltale Games;;Aventura;99,99 €;PS4;"
                20.35 GB
              ";
DRAGON BALL XENOVERSE;BANDAI NAMCO ENTERTAINMENT EUROPE;;Lucha;29,99 €;PS4;"
                10.15 GB
              ";
Dragon Ball Xenoverse: edición Time Travel;BANDAI NAMCO ENTERTAINMENT EUROPE;;Lucha;69,99 €;PS4;"
                10.15 GB
              ";
Aces of the Luftwaffe;"
Juego PSN
Lanzado 25 Feb 2015












                  363 Calificaciones
                

";;Arcade;4,99 €;PS4;;
LIMBO;Playdead ApS;;Puzzle;8,99 €;PS4;;
RE Revelations 2 - Pase de temporada;CE EUROPE LIMITED;;Horror;19,99 €;PS4;;
Resident Evil Revelations 2 (Episodio 1: Colonia penal);CE EUROPE LIMITED;;Horror;Gratis;PS4;"
                6.56 GB
              ";
Scram Kitty DX (Cross-Buy);DAKKO DAKKO LTD;;Shooter;9,99 €;PS4, PS Vita;;
DEAD OR ALIVE 5 Last Round: Core Fighters;Koei Tecmo Europe Ltd;;Acción;Gratis;PS4;"
                9.29 GB
              ";
The Order: 1886™;Sony Interactive Entertainment Europe;;Español;39,99 €;PS4;"
                34.7 GB
              ";
FINAL FANTASY TYPE-0™;Square Enix LTD;;;;PS4;;
Hand of Fate;"
Juego PSN
Lanzado 18 Feb 2015












                  1942 Calificaciones
                

";;Aventura;17,99 €;PS4;"
                2.23 GB
              ";
Hustle Kings™;Sony Interactive Entertainment Europe;;Deportes;Gratis;PS4;;
Pillar;"
Juego PSN
Lanzado 18 Feb 2015












                  22 Calificaciones
                

";;Puzzle;8,99 €;PS4;;
TRIVIAL PURSUIT LIVE!;UBISOFT ENTERTAINMENT SA;;Familia;14,99 €;PS4;;
AKIBA'S TRIP: Undead & Undressed;NIS America;;Juegos de rol;34,99 €;PS4;"
                3.37 GB
              ";
Don Bradman Cricket ;Home Ent Suppliers;;Deportes;29,99 €;PS4;"
                2.25 GB
              ";
Super Stardust™ Ultra;Sony Interactive Entertainment Europe;;Shooter;12,99 €;PS4;"
                2.42 GB
              ";
Evolve;2K;;Shooter;39,99 €;PS4;"
                23.04 GB
              ";
Evolve Digital Deluxe;2K;;Shooter;49,99 €;PS4;"
                23.04 GB
              ";
Apotheon;"
Juego PSN
Lanzado 4 Feb 2015












                  15610 Calificaciones
                

";;Juegos de rol;3,99 €;PS4;;
Risk;UBISOFT ENTERTAINMENT SA;;Estrategia;14,99 €;PS4;"
                1.75 GB
              ";
Life Is Strange Episode 1;Square Enix LTD;;Arcade;Gratis;PS4;"
                2.01 GB
              ";
Grim Fandango Remastered;"
Paquete
Lanzado 28 Ene 2015












                  17134 Calificaciones
                

";;Aventura;14,99 €;PS4, PS Vita;"
                7.77 GB
              ";
Saints Row: Gat out of Hell;Deep Silver;;Acción;12,99 €;PS4;"
                6.98 GB
              ";
Saints Row IV: Re-Elected;Deep Silver;;Acción;12,99 €;PS4;"
                12.87 GB
              ";
Saints Row IV: Re-Elected & Gat out of Hell;Deep Silver;;Acción;19,49 €;PS4;"
                19.84 GB
              ";
Citizens of Earth™;ATLUS USA;;Juegos de rol;11,99 €;PS4;"
                4.33 GB
              ";
Ironclad Tactics;"
Juego PSN
Lanzado 21 Ene 2015












                  170 Calificaciones
                

";;Estrategia;14,99 €;PS4;;
Resident Evil;CE EUROPE LIMITED;;Horror;19,99 €;PS4;"
                15.26 GB
              ";
ACTUALIZACIÓN de MXGP COMPACT a la versión completa;MILESTONE SRL;;Carreras;17,99 €;PS4;"
                11.79 GB
              ";
Edición Maestros Mágicos de Peggle 2;EA Swiss Sarl;;Casual;8,44 €;PS4;"
                2.34 GB
              ";
MXGP - The Official Motocross Videogame COMPACT;MILESTONE SRL;;Carreras;8,99 €;PS4;"
                10.55 GB
              ";
RABBIDS INVASION - GOLD EDITION;UBISOFT ENTERTAINMENT SA;;Familia;54,99 €;PS4;"
                11.04 GB
              ";
Loadout;"
Juego PSN
Lanzado 17 Dic 2014












                  82669 Calificaciones
                

";;Shooter;Gratis;PS4;"
                3.44 GB
              ";
Putty Squad;SYSTEM 3 SOFTWARE;;Acción;16,24 €;PS4;;
Switch Galaxy Ultra;"
Paquete
Lanzado 17 Dic 2014












                  2817 Calificaciones
                

";;Carreras;10,99 €;PS4, PS Vita;;
Tadeo Jones y el Manuscrito Perdido;Deep Silver;;Arcade;39,99 €;PS4;"
                2.79 GB
              ";
Tetris® Ultimate;UBISOFT ENTERTAINMENT SA;;Puzzle;9,99 €;PS4;;
Trine Bundle;Frozenbyte LTD;;Aventura;5,99 €;PS4;"
                3.95 GB
              ";
Trine Enchanted Edition;Frozenbyte LTD;;Puzzle;2,99 €;PS4;"
                1.3 GB
              ";
Mejora de lujo de Dragon Age™: Inquisition;EA Swiss Sarl;;Juegos de rol;6,49 €;PS4;;
Giana Sisters: Twisted Dreams – Director’s Cut ;"
Juego PSN
Lanzado 10 Dic 2014












                  1212 Calificaciones
                

";;Puzzle;14,99 €;PS4;"
                1.51 GB
              ";
Prueba gratis FINAL FANTASY® XIV: Online;Square Enix LTD;;Juegos de rol;Gratis;PS4;"
                11.33 GB
              ";
Qello Concerts;"
Juego PSN
Lanzado 10 Dic 2014












                  6350 Calificaciones
                

";;MUSIC/RHYTHM;Gratis;PS4;;
ROCK BOSHERS DX: DIRECTOR'S CUT;TIKIPOD LTD;;Arcade;5,49 €;PS4, PS Vita;;
Lara Croft and the Temple of Osiris;Square Enix LTD;;Acción;19,99 €;PS4;"
                2.86 GB
              ";
Lara Croft and the Temple of Osiris con pase de temporada;Square Enix LTD;;Acción;28,99 €;PS4;"
                2.86 GB
              ";
Final Horizon;Eiconic;;Estrategia;11,99 €;PS4;;
Game of Thrones - Episode 1: Iron From Ice;Telltale Games;;Aventura;Gratis;PS4;"
                2.6 GB
              ";
Game of Thrones - Season Pass;Telltale Games;;Aventura;24,99 €;PS4;"
                13.94 GB
              ";
Invokers Tournament™;STORMBASIC;;Juegos de rol;Gratis;PS4;;
Monopoly Deal;UBISOFT ENTERTAINMENT SA;;Familia;4,99 €;PS4;;
MONOPOLY PLUS;UBISOFT ENTERTAINMENT SA;;Familia;14,99 €;PS4;"
                1.09 GB
              ";
Secret Ponchos;"
Juego PSN
Lanzado 3 Dic 2014












                  12677 Calificaciones
                

";;Lucha;14,99 €;PS4;"
                1.23 GB
              ";
Tales from the Borderlands, Ep1. Zer0 Sum;Telltale Games;;Aventura;Gratis;PS4;"
                2.73 GB
              ";
Tales from the Borderlands - Season Pass;Telltale Games;;Aventura;19,99 €;PS4;"
                9.53 GB
              ";
Disney Infinity 2.0;Disney Interactive;;Aventura;19,99 €;PS4;"
                12.05 GB
              ";
Monopoly Family Fun Pack;UBISOFT ENTERTAINMENT SA;;Familia;29,99 €;PS4;"
                1.02 GB
              ";
ACTUALIZACIÓN de MotoGP™14 Compact a la versión completa;MILESTONE SRL;;Carreras;19,99 €;PS4;"
                15.92 GB
              ";
AQUA KITTY - Milk Mine Defender DX;TIKIPOD LTD;;Arcade;6,59 €;PS4, PS Vita;;
Escape Goat 2;"
Juego PSN
Lanzado 26 Nov 2014












                  115 Calificaciones
                

";;Puzzle;9,99 €;PS4;;
Geometry Wars™ 3: Dimensions Evolved;Activision Blizzard Int'l BV;;Shooter;14,99 €;PS4;;
LittleBigPlanet™ 3;Sony Interactive Entertainment Europe;;Acción;19,99 €;PS4;"
                15.68 GB
              ";
Motorcycle Club;BIGBEN INTERACTIVE SA;;Carreras;24,99 €;PS4;"
                2.78 GB
              ";
Never Alone (Kisima Ingitchuna);"
Juego PSN
Lanzado 26 Nov 2014












                  5197 Calificaciones
                

";;Puzzle;14,99 €;PS4;"
                2.84 GB
              ";
Rollers of the Realm™;ATLUS USA;;Juegos de rol;9,99 €;PS4, PS Vita;;
WWE 2K15;2K;;Acción;69,99 €;PS4;"
                23.15 GB
              ";
WWE 2K15 Edición Digital Deluxe;2K;;Acción;89,99 €;PS4;"
                23.15 GB
              ";
Dragon Age™: Inquisition;EA Swiss Sarl;;Juegos de rol;12,99 €;PS4;"
                44.51 GB
              ";
Edición de lujo de Dragon Age™: Inquisition;EA Swiss Sarl;;Juegos de rol;19,49 €;PS4;"
                44.53 GB
              ";
MotoGP™14 Compact;MILESTONE SRL;;Carreras;9,99 €;PS4;"
                7.64 GB
              ";
LEGO® Batman™ 3: Más Allá de Gotham, EDICIÓN PREMIUM;WARNER BROS. INTERACTIVE;;Familia;74,99 €;PS4;"
                7.79 GB
              ";
SAMURAI WARRIORS 4;Koei Tecmo Europe Ltd;;Acción;24,99 €;PS4;"
                20.4 GB
              ";
Far Cry 4;UBISOFT ENTERTAINMENT SA;;Aventura;Gratis;PS4;"
                26.54 GB
              ";Plus exclusive
Far Cry 4 - Gold Edition;UBISOFT ENTERTAINMENT SA;;Aventura;49,99 €;PS4;"
                26.54 GB
              ";
Grand Theft Auto V;Rockstar Games;;Aventura;69,99 €;PS4;"
                44.86 GB
              ";
LEGO® Batman™ 3: MÁS ALLÁ DE GOTHAM;WARNER BROS. INTERACTIVE;;Acción;39,99 €;PS4;"
                7.36 GB
              ";
